,shap_Count,shap_Zip Code,shap_Latitude,shap_Longitude,shap_Gender,shap_Partner,shap_Dependents,shap_Tenure Months,shap_Phone Service,shap_Multiple Lines,shap_Online Security,shap_Online Backup,shap_Device Protection,shap_Tech Support,shap_Streaming TV,shap_Streaming Movies,shap_Paperless Billing,shap_Monthly Charges,shap_Total Charges,shap_Churn Value,shap_Churn Score,shap_CLTV,shap_Internet Service_Fiber optic,shap_Internet Service_No,shap_Contract_One year,shap_Contract_Two year,shap_Payment Method_Credit card (automatic),shap_Payment Method_Electronic check,shap_Payment Method_Mailed check,churn_probability,actual_churn
2745,0.0,-0.03474831,-0.0001267137,-0.004627045,9.9453115e-05,0.0,-0.1738028,-0.026348999,-0.0013750908,0.0,0.0,0.0010239165,0.0,9.184287e-06,0.00041887138,-0.0034008701,0.0035715234,0.004520686,-0.006043721,-7.3221984,-1.2008615,-0.00086976925,0.034492835,0.0052714106,0.026500951,0.04174548,0.0,-0.013172651,-0.00078804843,0.00016996395,0
3850,0.0,-0.0005411399,-0.0011797468,-0.0002815292,0.00065805775,0.0,0.010827116,-0.072629526,0.005006114,0.0,0.0,0.00076866493,0.0,-0.00010330361,-0.0011662955,-0.0042713173,-0.0030058692,-0.016915193,-0.009539819,-7.3221984,-1.0223815,-0.008200429,-0.048542384,0.003055599,0.016308766,-0.26278433,0.0,-0.018515853,7.429773e-05,0.0001561398,0
4874,0.0,-0.0017311479,-0.00016073283,0.00029461138,-0.00023700944,0.0,0.018842757,0.069620766,-0.0009356461,0.0,0.0,0.0010239165,0.0,9.184287e-06,-0.0013552799,-0.005705462,0.0031309682,0.0015896733,0.0037484039,-7.3221984,-1.2609911,-0.0014282631,0.07309027,0.010688595,0.04735868,0.06346422,0.0,-0.012908122,0.00010529556,0.00024263086,0
6457,0.0,-0.0008771088,-0.00037472215,-0.0002776715,0.009975003,0.0,0.027271418,-0.07004996,-0.002924768,0.0,0.0,-0.0023403335,0.0,0.00013262917,0.0008375187,0.0036244062,0.0012288322,0.01132806,0.02530734,-7.3221984,-1.1120824,0.0045426604,0.032920197,0.0031097743,0.013714806,-0.26004273,0.0,0.02695406,7.429773e-05,0.00018057332,0
4262,0.0,-0.0007159214,0.0043113567,-0.0005896536,0.00015108708,0.0,0.0145765385,-0.020942457,-0.004144829,0.0,0.0,-0.0035694623,0.0,5.1797448e-05,-0.00096370745,-0.005172291,-0.006216867,0.0034204393,0.0074432995,-7.3221984,-1.224661,-0.001053775,-0.082985036,0.005590598,0.027321486,0.038902193,0.0,0.02375493,0.00010529556,0.00019222952,0
1337,0.0,0.0017927713,-3.9255545e-05,-5.00484e-07,0.00015108708,0.0,0.011650361,0.09090779,-0.0012879567,0.0,0.0,0.0014633569,0.0,5.1797448e-05,-0.0013552799,-0.0045361063,0.003769144,0.0024513027,0.004223355,7.327141,1.0736254,-0.001445829,0.05177194,0.009196646,0.0468114,0.062069807,0.0,0.019863693,0.00027148917,0.9998317,1
3630,0.0,-0.008005741,-0.00011890505,-0.004738998,9.9453115e-05,0.0,-0.098042466,-0.04658846,0.014888074,0.0,0.0,0.0014633569,0.0,0.00020286001,-0.0008189188,-0.0027977298,0.0023479543,-0.01478981,0.0070576533,-7.3221984,-1.184733,-0.00089579757,-0.033688743,0.005249287,0.02683926,0.033531785,0.0,0.026235068,0.0006000288,0.00018261508,0
5400,0.0,-0.0014585751,-0.00016073283,-0.00025429795,0.00015108708,0.0,0.023187047,0.17302758,-0.0010079985,0.0,0.0,0.003068859,0.0,9.184287e-06,-0.0019003835,0.005848772,-0.014766688,0.016403936,0.008008802,-7.3221984,0.26842025,-0.0025111022,0.10095618,0.026939515,0.050932966,0.099635534,0.0,-0.032437176,-0.00035656057,0.0013456944,0
44,0.0,3.6481651e-07,-0.00016036953,0.0001114531,-0.00023700944,0.0,0.008468171,0.10071362,0.0034683559,0.0,0.0,-0.002729918,0.0,1.9343477e-05,-0.00096370745,-0.0053345854,-0.009474776,-0.010297531,0.0098735895,7.327141,1.1511557,-0.0010646216,-0.07379878,0.007251582,0.04143879,0.05600429,0.0,-0.013442212,0.00027148917,0.99981207,1
796,0.0,-0.00087687164,-0.00016073283,-0.0003047709,-0.00023700944,0.0,0.015377402,0.21427415,-0.0012216184,0.0,0.0,0.003068859,0.0,9.184287e-06,-0.00096370745,-0.0062759076,0.008578801,-0.0018687681,0.023200156,7.327141,0.24291599,-0.002393867,-0.11358083,0.017402511,0.053520314,0.08986142,0.0,-0.04254838,-0.00035656057,0.9995968,1
656,0.0,-0.0013315498,-0.00016073283,-0.00042722706,0.00015108708,0.0,0.01954603,-0.07381767,-0.0009888569,0.0,0.0,0.00080086174,0.0,9.184287e-06,-0.0019003834,0.005960044,0.0035715234,0.004010255,-0.0063318633,7.327141,1.1704807,-0.0013185563,0.06453962,0.0039213663,0.02975456,0.057961956,0.0,-0.01272453,0.00010529556,0.9998122,1
5453,0.0,-0.00079777424,-0.0045331456,-0.0002575744,0.00065805775,0.0,0.019175598,-0.076186344,-0.0007655359,0.0,0.0,-0.0017611181,0.0,-1.7066921e-05,0.0008375187,0.004149261,0.0012288322,0.04457822,-0.002454136,-7.3221984,-1.0813063,-0.0042752293,0.03490247,0.003064663,0.014355783,-0.2790228,0.0,-0.012389215,7.429773e-05,0.0001712894,0
3443,0.0,-0.000434413,-0.00050632225,0.00017435808,0.00065805775,0.0,0.011798535,-0.05220382,-0.011793196,0.0,0.0,0.0011720208,0.0,0.00035067066,0.0002875016,0.004463003,-0.004446022,-0.009369538,-0.009905361,-7.3221984,-1.0900327,-0.007841887,-0.049974892,0.0030181776,0.011145984,-0.24736571,0.0,0.03956035,7.429773e-05,0.00015964241,0
4968,0.0,-0.0038361263,-0.0005199542,-0.0013725678,-0.00046696758,0.0,-0.09582235,-0.13235375,-0.005561312,0.0,0.0,0.0014148275,0.0,2.9283974e-05,-0.001085658,-0.0060963933,-0.0030978988,-0.050633855,-0.012725893,-7.3221984,-0.09247592,-0.018924752,-0.06370188,-0.036447488,0.019718869,-0.39750063,0.0,-0.050507158,0.000294285,0.00025273554,0
3238,0.0,0.003977723,-0.0007061977,0.001352457,0.0002976792,0.0,-0.05567419,-0.06482601,-0.0022504567,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.001085658,-0.0030525045,0.0011986545,-0.027220469,0.0014149419,-7.3221984,-0.9919929,-0.00585445,-0.045436397,-0.018865056,0.016084772,-0.22599246,0.0,-0.015696993,-0.00038649963,0.00015604022,0
4218,0.0,-0.00079777424,-0.0010194986,-0.0002575744,-0.0010322913,0.0,0.019051889,-0.07096677,-0.0007655359,0.0,0.0,0.00076866493,0.0,-1.7066921e-05,0.0008375187,0.0040174136,0.0012288322,0.019547258,-0.0034904242,-7.3221984,-1.0616058,-0.008060827,0.03541567,0.0031618946,0.014769974,-0.29695866,0.0,-0.013365319,7.429773e-05,0.0001681128,0
975,0.0,-0.0024213265,-4.1892097e-05,0.00038327288,-0.00023700944,0.0,0.010592092,0.08598065,-0.001149266,0.0,0.0,0.0007913144,0.0,9.184287e-06,-0.00096370745,-0.0057812543,-0.008724368,-0.019974539,-0.0012239642,7.327141,1.2076439,-0.0006644827,-0.07410972,-0.056237012,0.039731156,0.052449375,0.0,-0.01359238,-0.00035656057,0.99980265,1
6699,0.0,-0.00062086206,-0.00016073283,-0.00089687004,-0.00023700944,0.0,0.014263441,-0.06937034,-0.0013418437,0.0,0.0,-0.0018601599,0.0,9.184287e-06,-0.0023168023,-0.037597906,-0.00568658,-0.001374865,-0.010721858,-7.3221984,-1.1062249,-0.0012090278,-0.05937842,0.0033637935,-0.1247313,0.03297103,0.0,-0.018479442,-9.63996e-05,0.00016278126,0
843,0.0,0.0017634911,-0.00034264242,-0.00038804274,-0.00023700944,0.0,0.025130333,-0.07480273,-0.0006358784,0.0,0.0,-0.0018601599,0.0,6.8798495e-06,0.004284531,0.042874288,-0.004716219,0.015620805,-0.0034949018,7.327141,1.2172463,-0.0009662489,0.03991605,0.0034396176,-0.104994744,0.037141457,0.0,-0.01366053,7.3399715e-05,0.99979645,1
4348,0.0,0.0017160926,-4.1892097e-05,0.00029461138,0.00015108708,0.0,0.012263999,-0.041218083,-0.0036405432,0.0,0.0,0.0007913144,0.0,9.184287e-06,-0.00096370745,-0.0053345854,0.0022947036,-0.03847278,0.0015403393,-7.3221984,-1.1283127,-0.0010172162,-0.09837609,-0.035000652,0.030840354,0.043764982,0.0,-0.014376778,-0.00013829004,0.00018325105,0
4929,0.0,-0.00080686726,-0.0007335653,-0.0002575744,0.00065805775,0.0,0.014225141,-0.07578703,-0.0016516638,0.0,0.0,0.00076866493,0.0,-2.8564878e-05,-0.0014111915,0.0046674004,-0.0030058692,-0.012409384,-0.010124708,-7.3221984,-1.0479165,0.0140379965,-0.048554987,0.0029730662,0.012068141,-0.2464954,0.0,-0.015980927,7.429773e-05,0.0001589225,0
5237,0.0,-0.0016451621,-0.00016073283,-0.00047769997,-0.00023700944,0.0,0.018383268,-0.032502376,-0.00096634147,0.0,0.0,0.0010239165,0.0,9.184287e-06,-0.0013552798,-0.005705462,0.0035715234,0.0016905041,-0.006025318,-7.3221984,-1.2303455,-0.0010464784,0.062466733,0.0058064843,0.041398328,0.057269715,0.0,-0.013338365,0.00010529556,0.00021745007,0
579,0.0,-0.0016199781,-3.9255545e-05,-5.00484e-07,0.00015108708,0.0,0.01686136,0.09164762,-0.0012879567,0.0,0.0,0.0014633569,0.0,5.1797448e-05,0.00045802974,-0.0053909537,0.003769144,0.0028569289,0.0060381624,7.327141,1.0703474,-0.0009858627,0.05035558,0.009048165,0.045615528,0.061986487,0.0,0.01980877,0.00027148917,0.9998317,1
3193,0.0,0.009326498,-7.872957e-06,0.0047521,9.9453115e-05,0.0,-0.078289494,-0.09387888,-0.004213338,0.0,0.0,-0.0018601599,0.0,9.184287e-06,0.0002705467,-0.004043972,0.0026324778,0.0029328456,-0.009979298,-7.3221984,-1.108924,-0.0010678499,-0.086717,0.0030769676,0.032204542,0.042176582,0.0,-0.014205368,0.0006000288,0.00017750227,0
657,0.0,-0.001055641,-0.00016073283,-0.0003047709,0.00015108708,0.0,0.013691908,0.20705773,-0.0012216184,0.0,0.0,0.0017337969,0.0,9.184287e-06,-0.00096370745,-0.0062759076,-0.009982177,-0.08307094,0.04823615,7.327141,0.15988705,0.00028645113,-0.12386465,-0.08078009,0.048704773,0.08069068,0.0,-0.03920345,-0.00035656057,0.9994642,1
2015,0.0,0.00092246436,-2.7742506e-05,-0.0005896536,-0.00023700944,0.0,0.013666723,-0.034097854,-0.00120277,0.0,0.0,-0.0035694623,0.0,-2.8666589e-05,0.00045802974,-0.004307684,0.0035715234,0.0072966614,-0.0056263157,-7.3221984,-1.251705,-0.0010453125,0.060923036,0.005784115,0.03509325,0.052208956,0.0,0.02032687,0.00010529556,0.00021745007,0
2286,0.0,-0.0015339924,-3.9255545e-05,0.00018265776,0.00015108708,0.0,0.018890236,0.05121539,-0.0016468267,0.0,0.0,0.0014633569,0.0,5.1797448e-05,-0.0013552798,-0.0050396365,-0.011927653,0.003089601,0.004548979,-7.3221984,-1.2832102,-0.0012589123,0.066318564,0.0065521523,0.04422967,0.05818842,0.0,0.020924812,0.00010529556,0.00023367596,0
6040,0.0,-0.00060835364,-0.00118233,-0.0002815292,-0.0010322913,0.0,0.016044362,-0.125736,-0.0019043724,0.0,0.0,0.0014148275,0.0,2.9283974e-05,-0.0011662955,-0.0071901716,-0.0030978988,-0.058870815,-0.013434855,-7.3221984,-0.069678694,-0.021464307,-0.08503526,-0.04036735,0.019128025,-0.456226,0.0,-0.048089884,7.429773e-05,0.00026648754,0
3827,0.0,-0.0006350356,-0.00118233,-0.0002815292,-0.0010322913,0.0,0.010825454,-0.06139025,-0.0017001778,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.0011662955,-0.0042713173,-0.002553733,-0.028236583,-0.0071190894,-7.3221984,-1.0065908,-0.0056429,-0.04928944,-0.019638289,0.015655123,-0.25381154,0.0,-0.01608945,7.429773e-05,0.0001561398,0
3786,0.0,-0.0014087947,-0.00016073283,-0.00042722706,-0.00023700944,0.0,0.019498551,-0.06327302,-0.0009888569,0.0,0.0,-0.0018601599,0.0,9.184287e-06,-0.0019003834,0.0057647484,-0.011927653,0.0038161757,-0.0061935014,-7.3221984,-1.2018605,-0.0010694251,0.06223548,0.003671522,0.029500935,0.05703754,0.0,-0.011411115,0.00010529556,0.00021335878,0
4851,0.0,-0.00074984634,-0.00016073283,0.00029461138,-0.00023700944,0.0,0.0137980245,-0.10843505,-0.0036630584,0.0,0.0,0.00080086174,0.0,9.184287e-06,-0.0020052919,-0.006483593,0.0019839045,-0.00134143,-0.009458001,-7.3221984,-1.1233283,-0.0012277595,-0.088883564,0.0036911457,0.031731274,0.045675542,0.0,-0.015888305,-0.00013829004,0.00018494637,0
404,0.0,-0.0016199781,-0.00015809629,-0.00041672445,-0.00023700944,0.0,0.01686541,0.08025279,-0.0016468267,0.0,0.0,0.0014633569,0.0,5.1797448e-05,-0.0013552799,-0.0050396365,-0.0102176275,0.002336831,0.004169294,7.327141,1.0763972,-0.0014102977,0.061542436,0.0100247115,0.045028828,0.060494088,0.0,0.020037657,0.00027148917,0.9998292,1
5582,0.0,0.0024660202,-7.509647e-06,0.0010707123,-0.00015601149,0.0,-0.07298273,-0.082930885,0.008081575,0.0,0.0,-0.0018601599,0.0,1.9343477e-05,-0.0024797018,-0.01060205,-0.0031514026,-0.015526676,-0.009636324,-7.3221984,-1.0520664,-0.0012982492,-0.047110107,0.0030164758,-0.13697723,0.028731674,0.0,-0.01884043,0.00028831692,0.00015951779,0
1092,0.0,-0.0016199781,-0.00015809629,-0.00041672445,0.00015108708,0.0,0.017301675,0.07166728,-0.0016468267,0.0,0.0,0.0014633569,0.0,5.1797448e-05,-0.0013552799,-0.0050396365,0.0031309682,0.0020266157,0.0036716338,7.327141,1.0766851,-0.0009858627,0.07053423,0.010537393,0.04439187,0.060706653,0.0,0.020037657,0.00027148917,0.9998317,1
53,0.0,-0.00010622907,-0.00016073283,0.0001114531,0.00015108708,0.0,0.008585702,0.06798324,-0.003603415,0.0,0.0,0.0010239165,0.0,-8.958757e-06,-0.00096370745,-0.0053345854,-0.0057812487,0.0038872096,0.004120682,7.327141,1.1432965,-0.0014722568,-0.093436964,0.009598776,0.035912994,0.051932663,0.0,-0.013862619,-0.00035656057,0.9998005,1
3591,0.0,-0.0038628085,-0.0005199542,-0.0013725678,0.0002976792,0.0,-0.063542455,-0.06168882,-0.0022504567,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.001085658,-0.003177539,-0.002553733,-0.024802826,-0.007590241,-7.3221984,-0.99074227,-0.0044667195,-0.035992555,-0.018507008,0.014883925,-0.2183895,0.0,-0.01608945,0.000294285,0.00015503795,0
6954,0.0,-0.003829707,-4.1892097e-05,0.0005048162,0.00015108708,0.0,0.01840352,-0.09863927,-0.0009888569,0.0,0.0,0.00080086174,0.0,9.184287e-06,-0.0065381075,0.005420418,-0.004857741,0.0028166873,-0.00977624,-7.3221984,-1.1735717,-0.001088157,0.057528414,0.003724249,0.03236696,0.05553097,0.0,-0.012947724,0.00010529556,0.00021042732,0
2122,0.0,-0.008631185,-7.872957e-06,0.00502392,-0.00015601149,0.0,-0.09182249,-0.11017171,-0.004213338,0.0,0.0,-0.0018601599,0.0,9.184287e-06,-0.0018605032,-0.00405217,0.0019839045,-0.00233351,-0.011504011,-7.3221984,-1.0943333,-0.0009726281,-0.039495282,0.0033126308,0.029948723,0.040366888,0.0,-0.014937131,0.0006000288,0.00017750227,0
1857,0.0,-0.00087687164,-4.1892097e-05,0.00038327288,0.00015108708,0.0,0.015193958,0.20479295,-0.0012216184,0.0,0.0,-0.008761319,0.0,9.184287e-06,-0.00096370745,-0.0062190457,0.008578801,-0.0019483757,0.0050810343,7.327141,0.25263873,-0.0018995075,-0.12159593,0.024983432,0.053374745,0.088410124,0.0,-0.038913194,-0.00035656057,0.9995859,1
2544,0.0,0.002040496,-0.00016073283,-0.00038804274,0.00015108708,0.0,0.020921974,-0.012100311,-0.0013128959,0.0,0.0,-0.002729918,0.0,-8.958757e-06,-0.008616697,0.03377054,0.0021125483,0.00046256237,-0.0030139114,-7.3221984,-1.167287,-0.0013021397,-0.0566778,0.0051859915,-0.07634924,0.0419348,0.0,-0.015383255,7.3399715e-05,0.00018969174,0
6334,0.0,-0.0037010836,-0.0007061977,-0.0013559901,0.0002976792,0.0,-0.068372265,-0.07648576,-0.0022019427,0.0,0.0,0.00076866493,0.0,-2.8564878e-05,0.00041826992,0.0037724315,0.0013515862,-0.0035652719,-0.008336833,-7.3221984,-1.0134935,-0.0047081923,-0.03554523,0.002805925,0.013254351,-0.22925274,0.0,-0.015651528,0.000294285,0.00015503795,0
4027,0.0,-0.001358405,-0.00016073283,-0.00047769997,0.00015108708,0.0,0.030929554,-0.19166124,-0.0011930516,0.0,0.0,0.001763003,0.0,9.184287e-06,0.0022147645,-0.006735181,-0.0060689175,0.012995781,-0.019866228,-7.3221984,0.18070538,-0.0020046213,0.10427695,0.008095358,0.055506963,0.09101178,0.0,-0.03925854,-0.00013829004,0.00081419287,0
7022,0.0,-0.0008019072,-3.9255545e-05,0.0011234311,-0.00023700944,0.0,0.009871792,0.10350596,-0.0018604465,0.0,0.0,-0.0035694623,0.0,5.1797448e-05,-0.00096370745,-0.0048224875,-0.0102440445,0.0035513078,0.008451227,-7.3221984,-1.2524832,-0.0010111247,-0.07194247,0.007807305,0.03470511,0.053425837,0.0,0.022591341,0.00027148917,0.00021733338,0
702,0.0,-0.0013359768,-0.00015809629,-0.0005896536,0.00015108708,0.0,0.027510673,-0.022621203,-0.0018229764,0.0,0.0,0.0055616572,0.0,5.1797448e-05,-0.0013552798,-0.005169629,0.00525405,0.013111714,-0.007140978,7.327141,0.25239906,-0.0020662094,0.08521293,0.02044824,0.05099284,0.085732795,0.0,0.04971976,0.00010529556,0.9996189,1
6649,0.0,-0.00071228045,-0.00118233,-0.0002815292,0.00065805775,0.0,0.011443351,-0.03306868,-0.0017001778,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.00068783644,-0.0037374683,-0.0035574257,-0.03831129,-0.0013820725,-7.3221984,-1.0277511,-0.007961453,-0.051244,-0.022705313,0.015215543,-0.24541706,0.0,-0.015151003,-9.7579e-05,0.0001571492,0
4034,0.0,-0.034616303,-0.00030862325,-0.0045972364,-0.00015601149,0.0,-0.17952168,-0.063090295,-0.0015078336,0.0,0.0,-0.0018601599,0.0,6.8798495e-06,0.0004863352,0.0038245819,0.0035715234,0.011697295,-0.009651624,-7.3221984,-1.1634661,-0.0008149629,0.035351284,0.0035981352,0.024383817,0.03854547,0.0,-0.010985794,0.0006000288,0.00016996395,0
4427,0.0,0.00033322576,-4.1892097e-05,0.0003450843,-0.00023700944,0.0,0.013209772,-0.064646184,-0.0009888569,0.0,0.0,-0.0018601599,0.0,9.184287e-06,-0.0019003834,0.005475644,0.0035715234,0.003930648,-0.006178562,-7.3221984,-1.201141,-0.0011049565,0.06551732,0.0037892142,0.032821547,0.05824261,0.0,-0.011332986,0.00010529556,0.00021745007,0
6621,0.0,-0.00025748505,-0.0001529242,-0.00046331246,0.00015108708,0.0,0.014729999,-0.10011089,0.012259905,0.0,0.0,0.0013982162,0.0,0.00020286001,0.00085167366,0.006390133,0.0019839045,-0.0024759646,-0.0096837925,-7.3221984,-1.1697968,0.0008434274,-0.08216852,0.003736257,0.01800183,0.038899872,0.0,0.027246153,0.00010529556,0.00018976157,0
6005,0.0,0.0016862463,-0.00016073283,-0.00038804274,-0.00023700944,0.0,0.02293523,-0.01495274,-0.0006446654,0.0,0.0,0.0010239165,0.0,9.184287e-06,0.002527796,0.0369624,0.0034327656,0.004634352,-0.009853461,-7.3221984,-1.2032259,-0.0010464784,0.043024685,0.0055745803,-0.11060677,0.047816265,0.0,-0.014174471,7.3399715e-05,0.00020003215,0
3975,0.0,-0.00103465,-0.00014658325,-0.00046331246,0.00015108708,0.0,0.020107238,-0.09825763,-0.0012252855,0.0,0.0,0.0013982162,0.0,-2.8666589e-05,0.0023621889,0.0053730323,0.0016957566,0.0058023566,-0.008258874,-7.3221984,-1.2052668,-0.0009140619,0.057502806,0.0038870526,0.024823608,0.051661734,0.0,0.02126473,0.00010529556,0.00021370429,0
3411,0.0,-0.03474831,-7.872957e-06,0.0047521,9.9453115e-05,0.0,-0.16504213,-0.025070706,-0.0013750908,0.0,0.0,0.0010239165,0.0,9.184287e-06,-0.0012104912,-0.0033309008,0.0035715234,0.0040109977,-0.0060287816,-7.3221984,-1.2008615,-0.00086976925,0.0342784,0.0052714106,0.028456397,0.04274693,0.0,-0.012900273,0.0006000288,0.00017372411,0
5147,0.0,-0.008005741,-0.00012407714,-0.004738998,-0.00015601149,0.0,-0.1006915,-0.047040332,-0.004760473,0.0,0.0,-0.0035694623,0.0,5.1797448e-05,-0.0008189188,-0.0027977298,0.0026324778,0.000178816,-0.009745838,-7.3221984,-1.1921381,-0.0011074651,-0.04492491,0.0050114943,0.02460576,0.036941573,0.0,0.023605915,0.0006000288,0.0001736605,0
4260,0.0,-0.0039400533,-0.0007061977,-0.0013725678,-0.00046696758,0.0,-0.06380067,-0.035981156,-0.0022504567,0.0,0.0,0.0006874662,0.0,2.9283974e-05,-0.0006071989,-0.00264369,-0.0035574257,-0.029588394,0.0016485325,-7.3221984,-1.0126576,-0.0050771604,-0.038299356,-0.020593587,0.014556835,-0.21383943,0.0,-0.015151003,-0.00038649963,0.00015604022,0
4773,0.0,-0.0057355994,-0.0001267137,-0.0015807144,-0.00015601149,0.0,-0.08176024,0.039809305,-0.0014852104,0.0,0.0,0.0007913144,0.0,9.184287e-06,-0.0014381174,-0.009150002,-0.0037312869,-0.02913095,-0.0076520205,-7.3221984,-1.0948257,-0.00048777356,-0.04147849,-0.050432354,-0.11003247,0.028907957,0.0,-0.01713579,-0.00037866138,0.0001635149,0
4582,0.0,-0.008300029,-7.872957e-06,0.0047521,-0.00015601149,0.0,-0.14650002,-0.13330898,-0.007524193,0.0,0.0,0.0015146076,0.0,9.184287e-06,-0.0008189188,-0.0070278863,-0.00649245,-0.07783126,-0.007081444,-7.3221984,0.06865655,-0.0025939604,-0.10489769,-0.05649764,0.046248656,0.06222284,0.0,-0.045354944,0.0006000288,0.00042985805,0
5989,0.0,-0.0024213265,-0.00016073283,-0.0003047709,-0.00023700944,0.0,0.010823012,0.07946985,-0.001149266,0.0,0.0,0.0007913144,0.0,9.184287e-06,-0.00096370745,-0.005838116,-0.008724368,-0.03707324,-0.0012389026,-7.3221984,-1.1562481,-0.0006644827,-0.08251813,-0.056237012,0.037427068,0.05046205,0.0,-0.013421044,-0.00035656057,0.00019943627,0
5615,0.0,-0.00038216083,-0.00050632225,0.00017435808,0.00065805775,0.0,0.011430252,-0.072743684,-0.0110986745,0.0,0.0,-0.0023403335,0.0,0.00035067066,-0.0023847604,0.0032558849,0.0012288322,-0.008820438,-0.0097943125,-7.3221984,-1.0928124,-0.0055168886,0.032691773,0.0030088827,0.015045828,-0.29903197,0.0,0.03759892,7.429773e-05,0.00016144925,0
5505,0.0,-0.00079075224,-0.0001305134,-0.00047769997,-0.00023700944,0.0,0.015110054,-0.10762668,-0.0036630584,0.0,0.0,0.00087189005,0.0,9.184287e-06,-0.0020052919,-0.006483593,0.0019839045,-0.0012917803,-0.009257862,-7.3221984,-1.130292,0.007984553,-0.0872826,0.0036911457,0.031679425,0.039964974,0.0,-0.015877489,0.00010529556,0.00018494637,0
4237,0.0,-0.0024213265,-0.00016073283,-0.0003047709,-0.00023700944,0.0,0.008691838,0.039870974,-0.0036098477,0.0,0.0,0.0007913144,0.0,9.184287e-06,-0.00096370745,-0.005838116,0.002048474,-0.037932955,-0.00070792204,-7.3221984,-1.1514318,-0.0028329066,-0.1014198,-0.058488637,0.033022534,0.046733987,0.0,-0.013421044,0.00027148917,0.00018786978,0
4359,0.0,0.010961023,-7.872957e-06,0.0011478094,-0.00015601149,0.0,-0.09035321,0.23696746,-0.0019012621,0.0,0.0,0.0017337969,0.0,9.184287e-06,-0.0008189188,-0.0036755176,0.0068893256,-0.08581397,0.038870797,-7.3221984,0.19180405,-0.011277196,-0.095066726,-0.0681765,0.05737415,0.0776986,0.0,-0.03875403,-0.0050832955,0.0008171557,0
6081,0.0,-0.00060835364,-0.00118233,0.00017050037,0.00065805775,0.0,0.016167423,-0.12273584,-0.0019043724,0.0,0.0,0.0014148275,0.0,2.9283974e-05,-0.0011662955,-0.0071901716,0.001399921,-0.06614957,-0.01595526,-7.3221984,-0.046005454,-0.021464307,-0.08581673,-0.04049258,0.019078424,-0.45450807,0.0,-0.048089884,-9.7579e-05,0.00027302108,0
1088,0.0,0.0019730034,-0.00014784047,-0.00038804274,-0.00023700944,0.0,0.04244367,-0.16503564,-0.0008400731,0.0,0.0,-0.004044593,0.0,6.8798495e-06,0.004284531,0.043614056,-0.0059273955,0.027625574,-0.0142729785,7.327141,0.13462606,-0.0017785673,0.07579193,0.0063368203,-0.16901737,0.072156005,0.0,-0.03531108,7.3399715e-05,0.9993449,1
4937,0.0,-0.00087687164,-0.00016073283,-0.0003047709,0.00015108708,0.0,0.015424879,0.2010472,-0.0012216184,0.0,0.0,0.003068859,0.0,9.184287e-06,-0.00096370745,-0.0062759076,-0.014793105,-0.0028931992,0.005066095,-7.3221984,0.26747283,-0.001969432,-0.1233549,0.02569983,0.05189749,0.087022714,0.0,-0.042421803,-0.00035656057,0.001037434,0
1010,0.0,0.0018338622,-3.9255545e-05,0.0019345741,0.00015108708,0.0,0.022300968,-0.043425214,-0.0013783614,0.0,0.0,0.0013982162,0.0,5.1797448e-05,-0.00900827,0.014886888,0.0034327656,0.0062665474,-0.009774252,7.327141,1.1603997,-0.0013005907,0.042962223,0.0037345733,-0.11128849,0.044578806,0.0,0.026927995,7.3399715e-05,0.99979097,1
2861,0.0,-0.00071228045,-0.00118233,0.0009778448,0.00065805775,0.0,0.01124198,-0.015643,-0.0016776624,0.0,0.0,0.0007591176,0.0,2.9283974e-05,-0.00068783644,-0.003469247,0.0014936293,-0.03873917,-0.0011526849,-7.3221984,-1.0403565,-0.00827951,-0.05048095,-0.031647198,0.014489262,-0.24753018,0.0,-0.014907766,-9.7579e-05,0.0001571492,0
1874,0.0,0.024763873,-4.1892097e-05,-0.0004520395,0.00015108708,0.0,0.013219847,-0.07990949,-0.0013418437,0.0,0.0,-0.0018601599,0.0,9.184287e-06,-0.0033583867,-0.0208417,-0.003484211,-0.0067483997,-0.012395695,-7.3221984,-1.0949522,-0.0010884296,-0.054178588,0.0029619543,-0.108449124,0.0356318,0.0,-0.014876576,7.3399715e-05,0.00017363003,0
5565,0.0,-0.00037374502,-4.1528787e-05,0.0003450843,0.00015108708,0.0,0.018342229,-0.114144966,0.011948302,0.0,0.0,0.001763003,0.0,1.9343477e-05,-0.001508811,0.0061114137,0.0028131707,-0.0704708,-0.0014491715,-7.3221984,0.13171121,-0.0032433914,-0.14159948,0.0110598635,0.03728265,0.077532835,0.0,-0.04793394,0.00010529556,0.00060310523,0
2673,0.0,-0.00051445793,-0.0009960865,-0.0002815292,0.00065805775,0.0,0.01669999,-0.17747843,-0.0018558584,0.0,0.0,-0.0037178374,0.0,-2.8564878e-05,-0.0011662955,-0.0071901716,-0.004217046,-0.039625518,-0.016836232,-7.3221984,-0.013514936,-0.018347135,-0.08383785,0.0057279128,0.019300068,-0.48686197,0.0,-0.046770558,7.429773e-05,0.00027677734,0
